time,x,y,z,w0,w1,w2,w3,vx,vy,vz,roll,pitch,yaw
0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0
0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0
0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0
0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0
0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0
0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0
0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0
0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0
0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0
0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0
0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0
0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0
0,0.02777777777777778,0.0,0,0.0,0.0,-0.004222618403552268,0.9999910847071678,0.0,0.0,0.0,0,0,0.0
0,0.05555456497187878,-0.0002345878198707046,0,0.0,0.0,-0.008725766792713354,0.9999619297722685,0.0,0.0,0.0,0,0,0.0
0,0.08332811280487207,-0.0007193341865809504,0,0.0,0.0,-0.013516431317302619,0.9999086488697079,0.0,0.0,0.0,0,0,0.0
0,0.11109574092067455,-0.001470178440804521,0,0.0,0.0,-0.018499486777299904,0.9998288698517245,0.0,0.0,0.0,0,0,0.0
0,0.1388545058645066,-0.002497751827325892,0,0.0,0.0,-0.02374116933277185,0.9997181387164648,0.0,0.0,0.0,0,0,0.0
0,0.1666009701355462,-0.003816333917120953,0,0.0,0.0,-0.02927012937709805,0.9995715379732698,0.0,0.0,0.0,0,0,0.0
0,0.19433115122033776,-0.005441755485906647,0,0.0,0.0,-0.03501787841078375,0.999386686018784,0.0,0.0,0.0,0,0,0.0
0,0.2220408038976493,-0.007386000011260086,0,0.0,0.0,-0.040928122149947885,0.9991620933648748,0.0,0.0,0.0,0,0,0.0
0,0.2497255199430537,-0.009657879355973155,0,0.0,0.0,-0.04712080186051261,0.9988891980755534,0.0,0.0,0.0,0,0,0.0
0,0.2773799438337216,-0.012272793799480071,0,0.0,0.0,-0.053480062511833744,0.9985689174582445,0.0,0.0,0.0,0,0,0.0
0,0.30499882621781776,-0.015239656473260131,0,0.0,0.0,-0.06011230041513664,0.998191620551285,0.0,0.0,0.0,0,0,0.0
0,0.3325758546255289,-0.018573189504729627,0,0.0,0.0,-0.06686991144088977,0.9977617024840588,0.0,0.0,0.0,0,0,0.0
0,0.36010521101130044,-0.02227986932051965,0,0.0,0.0,-0.07375175748401093,0.9972766307640121,0.0,0.0,0.0,0,0,0.0
0,0.3875808042484126,-0.026366030665885148,0,0.0,0.0,-0.08089525436573784,0.9967226082622499,0.0,0.0,0.0,0,0,0.0
0,0.4149950241273628,-0.03084548227296606,0,0.0,0.0,-0.08815210586460716,0.996107025490552,0.0,0.0,0.0,0,0,0.0
0,0.4423410911402314,-0.03572375627093951,0,0.0,0.0,-0.0956141335009122,0.9954184735451064,0.0,0.0,0.0,0,0,0.0
0,0.46961097655550194,-0.04101131598309596,0,0.0,0.0,-0.10316921281938898,0.9946638193511552,0.0,0.0,0.0,0,0,0.0
0,0.496797427306959,-0.04671235394211738,0,0.0,0.0,-0.11081401437521782,0.9938411614629619,0.0,0.0,0.0,0,0,0.0
0,0.5238929969857395,-0.05283077220617515,0,0.0,0.0,-0.11861881561225557,0.992939865542091,0.0,0.0,0.0,0,0,0.0
0,0.5508890845736699,-0.059374180585330436,0,0.0,0.0,-0.12649336180313903,0.9919674538107287,0.0,0.0,0.0,0,0,0.0
0,0.5777779417636555,-0.06634514158709817,0,0.0,0.0,-0.13449634635926797,0.9909140895234096,0.0,0.0,0.0,0,0,0.0
0,0.6045507602534337,-0.0737492707313659,0,0.0,0.0,-0.14254991128346245,0.9897876149927706,0.0,0.0,0.0,0,0,0.0
0,0.6311996226308269,-0.08158783388173754,0,0.0,0.0,-0.15065065845229977,0.9885870619767834,0.0,0.0,0.0,0,0,0.0
0,0.6577165325812651,-0.08986179453863904,0,0.0,0.0,-0.1588386740489478,0.9873045505953936,0.0,0.0,0.0,0,0,0.0
0,0.6840926590049524,-0.09857413596636486,0,0.0,0.0,-0.16705594829386716,0.9859474175328199,0.0,0.0,0.0,0,0,0.0
0,0.7103200095682656,-0.1077246015665779,0,0.0,0.0,-0.1752992464697951,0.9845151975399475,0.0,0.0,0.0,0,0,0.0
0,0.7363905748008834,-0.1173126444702898,0,0.0,0.0,-0.18358134985480185,0.9830045208367502,0.0,0.0,0.0,0,0,0.0
0,0.7622960130222994,-0.12733827207298887,0,0.0,0.0,-0.19185217190541376,0.9814238351167021,0.0,0.0,0.0,0,0,0.0
0,0.7880289432520314,-0.13779873286892663,0,0.0,0.0,-0.2000986721315673,0.9797757505731521,0.0,0.0,0.0,0,0,0.0
0,0.8135823055526528,-0.14869050101761538,0,0.0,0.0,-0.20827136611268887,0.9780710802684814,0.0,0.0,0.0,0,0,0.0
0,0.8389502521114058,-0.16000740101999483,0,0.0,0.0,-0.21636911131350497,0.9763116345047846,0.0,0.0,0.0,0,0,0.0
0,0.864127163648595,-0.17174316106015236,0,0.0,0.0,-0.2243598399224368,0.974506368491237,0.0,0.0,0.0,0,0,0.0
0,0.8891084226613716,-0.18388983288449065,0,0.0,0.0,-0.232062947173457,0.9727007703035756,0.0,0.0,0.0,0,0,0.0
0,0.9138943553585477,-0.1964302666330762,0,0.0,0.0,-0.23957272694614123,0.9708784210721699,0.0,0.0,0.0,0,0,0.0
0,0.9384835169420804,-0.20935226612582197,0,0.0,0.0,-0.24686271331022644,0.9690504634832559,0.0,0.0,0.0,0,0,0.0
0,0.962875672540809,-0.2226424009452669,0,0.0,0.0,-0.25365758626388907,0.9672940757240156,0.0,0.0,0.0,0,0,0.0
0,0.9870788852591855,-0.23627359430390654,0,0.0,0.0,-0.26016777629409066,0.9655634252487963,0.0,0.0,0.0,0,0,0.0
0,1.0110962590468626,-0.2502296214826779,0,0.0,0.0,-0.2658409563749349,0.9640169012593399,0.0,0.0,0.0,0,0,0.0
0,1.034947847153177,-0.264467131204477,0,0.0,0.0,-0.271418525327952,0.962461419543038,0.0,0.0,0.0,0,0,0.0
0,1.0586329573814437,-0.2789799011587781,0,0.0,0.0,-0.276107140156405,0.9611268631947872,0.0,0.0,0.0,0,0,0.0
0,1.0821754488900355,-0.2937229005767897,0,0.0,0.0,-0.280446040143158,0.9598697925073079,0.0,0.0,0.0,0,0,0.0
0,1.1055837832549256,-0.30867799404132906,0,0.0,0.0,-0.28405103545222066,0.9588091620643397,0.0,0.0,0.0,0,0,0.0
0,1.1288790615470656,-0.3238085904460764,0,0.0,0.0,-0.2872752038126728,0.9578480867415183,0.0,0.0,0.0,0,0,0.0
0,1.1520720036178649,-0.3390955906872013,0,0.0,0.0,-0.29010380053518803,0.9569951854189445,0.0,0.0,0.0,0,0,0.0
0,1.1751742138909227,-0.3545193651529742,0,0.0,0.0,-0.29261862683173073,0.9562292294377496,0.0,0.0,0.0,0,0,0.0
0,1.1981950105148733,-0.37006439204488745,0,0.0,0.0,-0.29418079744007086,0.9557497886044882,0.0,0.0,0.0,0,0,0.0
0,1.221164880426958,-0.38568457176515675,0,0.0,0.0,-0.2948836358469734,0.9555331712241442,0.0,0.0,0.0,0,0,0.0
0,1.2441117493886062,-0.4013385215264325,0,0.0,0.0,-0.2951498258575842,0.9554509826758449,0.0,0.0,0.0,0,0,0.0
0,1.2670498927383973,-0.4170052543682233,0,0.0,0.0,-0.29542808503135176,0.9553649808186966,0.0,0.0,0.0,0,0,0.0
0,1.2899789064369922,-0.4326853458565167,0,0.0,0.0,-0.2943372249948579,0.9557016260226443,0.0,0.0,0.0,0,0,0.0
0,1.3129436618804549,-0.4483130438857711,0,0.0,0.0,-0.2928115747361105,0.9561701635695182,0.0,0.0,0.0,0,0,0.0
0,1.3359581830860414,-0.4638673600696864,0,0.0,0.0,-0.2907695349658073,0.9567931215972281,0.0,0.0,0.0,0,0,0.0
0,1.3590389096158064,-0.479323265126648,0,0.0,0.0,-0.28785501251808954,0.9576740007790806,0.0,0.0,0.0,0,0,0.0
0,1.3822133258251514,-0.49463833520900974,0,0.0,0.0,-0.28426200634933907,0.9587466358461177,0.0,0.0,0.0,0,0,0.0
0,1.4055019431443874,-0.5097791820026929,0,0.0,0.0,-0.28011438408996303,0.9599666305793658,0.0,0.0,0.0,0,0,0.0
0,1.4289206060236042,-0.524718096528896,0,0.0,0.0,-0.2755745751478223,0.96127969578687,0.0,0.0,0.0,0,0,0.0
0,1.4524794201087208,-0.5394349989602679,0,0.0,0.0,-0.27034004602564876,0.9627649035537441,0.0,0.0,0.0,0,0,0.0
0,1.476196990081768,-0.5538946605346345,0,0.0,0.0,-0.2647945591265931,0.9643048488195801,0.0,0.0,0.0,0,0,0.0
0,1.5000794257182655,-0.5680803648294577,0,0.0,0.0,-0.2587389623719425,0.9659472808340477,0.0,0.0,0.0,0,0,0.0
0,1.5241379895710816,-0.5819652646710688,0,0.0,0.0,-0.2524627781614697,0.9676066068619997,0.0,0.0,0.0,0,0,0.0
0,1.548374797662359,-0.5955366342341674,0,0.0,0.0,-0.24599027268067558,0.9692722970076504,0.0,0.0,0.0,0,0,0.0
0,1.5727908413149416,-0.6087828318254305,0,0.0,0.0,-0.2392046588515957,0.9709691710778936,0.0,0.0,0.0,0,0,0.0
0,1.5973897930473688,-0.621686184565603,0,0.0,0.0,-0.23227625201408875,0.9726498561919842,0.0,0.0,0.0,0,0,0.0
0,1.6221702232001627,-0.6342374880721762,0,0.0,0.0,-0.22513470047142825,0.9743276485062098,0.0,0.0,0.0,0,0,0.0
0,1.6471321324581427,-0.6464238749225916,0,0.0,0.0,-0.21790055612709408,0.9759709768428071,0.0,0.0,0.0,0,0,0.0
0,1.6722720962158928,-0.6582385759569221,0,0.0,0.0,-0.21054437959808103,0.9775843003136144,0.0,0.0,0.0,0,0,0.0
0,1.6975871553392072,-0.6696732915132751,0,0.0,0.0,-0.20314168015328216,0.9791493541766249,0.0,0.0,0.0,0,0,0.0
0,1.7230723474383463,-0.6807236273426329,0,0.0,0.0,-0.19570470880838284,0.9806628711999992,0.0,0.0,0.0,0,0,0.0
0,1.748722328935581,-0.6913858685452656,0,0.0,0.0,-0.18825602804634242,0.9821199865109226,0.0,0.0,0.0,0,0,0.0
0,1.7745311993747042,-0.7016575356411253,0,0.0,0.0,-0.18081349856695433,0.9835174013386738,0.0,0.0,0.0,0,0,0.0
0,1.800492670415592,-0.7115371590987656,0,0.0,0.0,-0.17338827609840674,0.9848535453109882,0.0,0.0,0.0,0,0,0.0
0,1.8266002540662376,-0.7210239401227032,0,0.0,0.0,-0.1660470009333094,0.9861178395511632,0.0,0.0,0.0,0,0,0.0
0,1.852846275926296,-0.7301207128907201,0,0.0,0.0,-0.15875716259332817,0.9873176607988513,0.0,0.0,0.0,0,0,0.0
0,1.8792238405554802,-0.738828699024426,0,0.0,0.0,-0.15152855638183219,0.9884528803138963,0.0,0.0,0.0,0,0,0.0
0,1.90572601258886,-0.7471497455802832,0,0.0,0.0,-0.14446404580312613,0.9895100502118168,0.0,0.0,0.0,0,0,0.0
0,1.9323443536705374,-0.7550913358700863,0,0.0,0.0,-0.137488418516758,0.9905033744383513,0.0,0.0,0.0,0,0,0.0
0,1.9590719611579686,-0.7626570437860329,0,0.0,0.0,-0.1306099922512858,0.9914338252874566,0.0,0.0,0.0,0,0,0.0
0,1.9859020183759752,-0.7698509973548361,0,0.0,0.0,-0.12396036093141284,0.9922871705901241,0.0,0.0,0.0,0,0,0.0
0,2.0128261199825173,-0.7766845682333895,0,0.0,0.0,-0.11742927369745203,0.9930812482767404,0.0,0.0,0.0,0,0,0.0
0,2.0398378069646776,-0.7831632798838171,0,0.0,0.0,-0.1111596188914305,0.9938025654665578,0.0,0.0,0.0,0,0,0.0
0,2.0669291146940063,-0.7893005417966276,0,0.0,0.0,-0.10502515520368995,0.994469565534532,0.0,0.0,0.0,0,0,0.0
0,2.094094098959253,-0.795103004044717,0,0.0,0.0,-0.09903151111150664,0.995084297839621,0.0,0.0,0.0,0,0,0.0
0,2.12132703005964,-0.8005777096946276,0,0.0,0.0,-0.09333851437571325,0.9956344317740999,0.0,0.0,0.0,0,0,0.0
0,2.1486208034893144,-0.8057405451792444,0,0.0,0.0,-0.0877975747987021,0.996138336708043,0.0,0.0,0.0,0,0,0.0
0,2.1759703360370626,-0.810599352408521,0,0.0,0.0,-0.08241301830851748,0.9965982612935265,0.0,0.0,0.0,0,0,0.0
0,2.203370785726689,-0.8151622785615332,0,0.0,0.0,-0.0773557346708901,0.9970035558178952,0.0,0.0,0.0,0,0,0.0
0,2.2308161240774407,-0.81944694203541,0,0.0,0.0,-0.0724612489528204,0.9973712284802472,0.0,0.0,0.0,0,0,0.0
0,2.258302200044118,-0.8234619845290371,0,0.0,0.0,-0.06790011377371145,0.9976921241292411,0.0,0.0,0.0,0,0,0.0
0,2.2858238430746467,-0.8272255072367877,0,0.0,0.0,-0.06382828434929898,0.9979608960861267,0.0,0.0,0.0,0,0,0.0
0,2.313375284747815,-0.8307642923392803,0,0.0,0.0,-0.05958329881696215,0.9982233369853104,0.0,0.0,0.0,0,0,0.0
0,2.34095583088682,-0.8340685945267059,0,0.0,0.0,-0.055981563711183395,0.9984318026407466,0.0,0.0,0.0,0,0,0.0
0,2.3685595011381784,-0.8371738041695284,0,0.0,0.0,-0.05222851207687633,0.998635159868826,0.0,0.0,0.0,0,0,0.0
0,2.396185733500747,-0.8400714279755063,0,0.0,0.0,-0.04909014228155948,0.9987943521720456,0.0,0.0,0.0,0,0,0.0
0,2.4238296311635676,-0.842795370023181,0,0.0,0.0,-0.04582145367347798,0.9989496455694097,0.0,0.0,0.0,0,0,0.0
0,2.451490764184859,-0.8453383325179918,0,0.0,0.0,-0.04271808655002823,0.9990871659077122,0.0,0.0,0.0,0,0,0.0
0,2.4791671622449427,-0.8477093931860067,0,0.0,0.0,-0.039943523415500906,0.9992019390179121,0.0,0.0,0.0,0,0,0.0
0,2.5068563019636736,-0.8499267068553387,0,0.0,0.0,-0.03732877140925067,0.999303038534896,0.0,0.0,0.0,0,0,0.0
0,2.5345566665650665,-0.8519990821161186,0,0.0,0.0,-0.03502836688188742,0.9993863184542742,0.0,0.0,0.0,0,0,0.0
0,2.5622662784269323,-0.8539439082616495,0,0.0,0.0,-0.03288056310462154,0.9994592881002823,0.0,0.0,0.0,0,0,0.0
0,2.5899839933474835,-0.8557696184945873,0,0.0,0.0,-0.030884798107225296,0.999522950834985,0.0,0.0,0.0,0,0,0.0
0,2.617708778305588,-0.8574846220801471,0,0.0,0.0,-0.02918637740796178,0.9995739869433378,0.0,0.0,0.0,0,0,0.0
0,2.64543923138191,-0.8591053967262643,0,0.0,0.0,-0.02763095867086634,0.999618192172856,0.0,0.0,0.0,0,0,0.0
0,2.6731745941665173,-0.8606398638904074,0,0.0,0.0,-0.026401781180884373,0.9996514122185176,0.0,0.0,0.0,0,0,0.0
0,2.7009136467193215,-0.8621061182149937,0,0.0,0.0,-0.02525364022949336,0.9996810759713116,0.0,0.0,0.0,0,0,0.0
0,2.7286559941446082,-0.8635086507837055,0,0.0,0.0,-0.02439527177990926,0.9997023910718551,0.0,0.0,0.0,0,0,0.0
0,2.7564007091843186,-0.8648635403131069,0,0.0,0.0,-0.02362278929385327,0.999720942976578,0.0,0.0,0.0,0,0,0.0
0,2.7841474849524284,-0.8661755512680284,0,0.0,0.0,-0.022970667045140412,0.9997361394165469,0.0,0.0,0.0,0,0,0.0
0,2.8118959487555117,-0.8674513627120023,0,0.0,0.0,-0.022437094703017905,0.9997482567033001,0.0,0.0,0.0,0,0,0.0
0,2.8396457585766943,-0.8686975541739372,0,0.0,0.0,-0.022129655182371307,0.9997551091950014,0.0,0.0,0.0,0,0,0.0
0,2.867396329596778,-0.8699266783868983,0,0.0,0.0,-0.022032165529471737,0.999757262380265,0.0,0.0,0.0,0,0,0.0
0,2.895147139801338,-0.8711503904699013,0,0.0,0.0,-0.022027613434114964,0.9997573626867657,0.0,0.0,0.0,0,0,0.0
0,2.9228979611483603,-0.8723738498428554,0,0.0,0.0,-0.022117884253198123,0.9997553696760834,0.0,0.0,0.0,0,0,0.0
0,2.9506485611037028,-0.8736023205955226,0,0.0,0.0,-0.022375580134901898,0.9997496353655883,0.0,0.0,0.0,0,0,0.0
0,2.9783985240711264,-0.874845097155576,0,0.0,0.0,-0.022786912556915936,0.9997403445975978,0.0,0.0,0.0,0,0,0.0
0,3.0061474549942444,-0.8761107080340186,0,0.0,0.0,-0.023269893804777755,0.9997292193600797,0.0,0.0,0.0,0,0,0.0
0,3.0338951501077065,-0.8774031298544653,0,0.0,0.0,-0.023773695992794504,0.999717365748361,0.0,0.0,0.0,0,0,0.0
0,3.0616415285176424,-0.8787235174506887,0,0.0,0.0,-0.024420957279597484,0.9997017639504034,0.0,0.0,0.0,0,0,0.0
0,3.0893861738979504,-0.880079832676787,0,0.0,0.0,-0.025134540231720553,0.9996840775401697,0.0,0.0,0.0,0,0,0.0
0,3.117128854725025,-0.8814757548804506,0,0.0,0.0,-0.02596841081036393,0.9996627639559174,0.0,0.0,0.0,0,0,0.0
0,3.1448691681494685,-0.882917957843019,0,0.0,0.0,-0.026857218827055072,0.9996392798389205,0.0,0.0,0.0,0,0,0.0
0,3.172606873138184,-0.8844094873367275,0,0.0,0.0,-0.02780637208897907,0.999613328078037,0.0,0.0,0.0,0,0,0.0
0,3.2003416956754758,-0.8859536884559298,0,0.0,0.0,-0.02883771621821456,0.9995841065779896,0.0,0.0,0.0,0,0,0.0
0,3.2280732726823267,-0.8875551175004706,0,0.0,0.0,-0.0299061259035523,0.999552711783346,0.0,0.0,0.0,0,0,0.0
0,3.2558013628841844,-0.8892158257919055,0,0.0,0.0,-0.031038489854184916,0.9995181900033494,0.0,0.0,0.0,0,0,0.0
0,3.283525619114605,-0.8909393555252106,0,0.0,0.0,-0.03219892825758036,0.9994814800780769,0.0,0.0,0.0,0,0,0.0
0,3.3112457985045527,-0.8927272573292003,0,0.0,0.0,-0.033385343538484255,0.9994425540454126,0.0,0.0,0.0,0,0,0.0
0,3.338961655106598,-0.8945809647188551,0,0.0,0.0,-0.0346137605756801,0.9994007642476613,0.0,0.0,0.0,0,0,0.0
0,3.366672871083199,-0.8965027990951229,0,0.0,0.0,-0.03589411756031293,0.9993555985356596,0.0,0.0,0.0,0,0,0.0
0,3.3943790717678968,-0.8984956317250338,0,0.0,0.0,-0.0371542273605388,0.9993095433294137,0.0,0.0,0.0,0,0,0.0
0,3.4220801586228546,-0.9005583302792792,0,0.0,0.0,-0.038436221144798596,0.9992610554325172,0.0,0.0,0.0,0,0,0.0
0,3.449775861784194,-0.9026920979963897,0,0.0,0.0,-0.039726609602782306,0.9992105866580219,0.0,0.0,0.0,0,0,0.0
0,3.4774659615891643,-0.9048973896012303,0,0.0,0.0,-0.041025493440791753,0.9991581000462036,0.0,0.0,0.0,0,0,0.0
0,3.505150234305161,-0.9071746648278837,0,0.0,0.0,-0.042326159504311,0.9991038465653186,0.0,0.0,0.0,0,0,0.0
0,3.532828484095251,-0.9095240108707222,0,0.0,0.0,-0.04362690298525441,0.9990478934144825,0.0,0.0,0.0,0,0,0.0
0,3.560500522613913,-0.9119454200664787,0,0.0,0.0,-0.04491996084191391,0.9989905891038018,0.0,0.0,0.0,0,0,0.0
0,3.5881662002315773,-0.9144384544078111,0,0.0,0.0,-0.04620739647312758,0.9989318678023918,0.0,0.0,0.0,0,0,0.0
0,3.615825360037754,-0.9170027900114326,0,0.0,0.0,-0.04753888369566458,0.9988693881268812,0.0,0.0,0.0,0,0,0.0
0,3.6434775852898076,-0.9196408531041728,0,0.0,0.0,-0.048858496179201724,0.9988057105118627,0.0,0.0,0.0,0,0,0.0
0,3.6711227434759803,-0.9223519722703288,0,0.0,0.0,-0.05016468352936043,0.9987409596719257,0.0,0.0,0.0,0,0,0.0
0,3.6987607159496694,-0.9251353902797596,0,0.0,0.0,-0.05143736596170103,0.9986762224980237,0.0,0.0,0.0,0,0,0.0
0,3.726391504693165,-0.927989238853864,0,0.0,0.0,-0.05269210140658396,0.9986108062951042,0.0,0.0,0.0,0,0,0.0
0,3.7540150348292407,-0.9309125111800313,0,0.0,0.0,-0.05392755416903144,0.998544850720961,0.0,0.0,0.0,0,0,0.0
0,3.7816312469904267,-0.9339041268204458,0,0.0,0.0,-0.05511845745152394,0.9984798223540446,0.0,0.0,0.0,0,0,0.0
0,3.809240244526436,-0.9369616083540362,0,0.0,0.0,-0.0562865790076672,0.9984146538506001,0.0,0.0,0.0,0,0,0.0
0,3.8368420123610814,-0.9400836830927236,0,0.0,0.0,-0.057404674504076485,0.9983509920589457,0.0,0.0,0.0,0,0,0.0
0,3.864436718102475,-0.9432675727449439,0,0.0,0.0,-0.058497269531405834,0.9982875685178946,0.0,0.0,0.0,0,0,0.0
0,3.8920243886278842,-0.9465118559096907,0,0.0,0.0,-0.059563432248558985,0.9982245226094034,0.0,0.0,0.0,0,0,0.0
0,3.919605066268927,-0.9498150602830959,0,0.0,0.0,-0.06057291289290231,0.9981637752511703,0.0,0.0,0.0,0,0,0.0
0,3.947179006392464,-0.9531740429170481,0,0.0,0.0,-0.0615541424824213,0.9981037458817865,0.0,0.0,0.0,0,0,0.0
0,3.974746289033756,-0.9565872329273951,0,0.0,0.0,-0.06247636396315219,0.9980464437820235,0.0,0.0,0.0,0,0,0.0
0,4.002307217030753,-0.960051361420387,0,0.0,0.0,-0.06336917027424688,0.9979901543896881,0.0,0.0,0.0,0,0,0.0
0,4.029861903045129,-0.9635647951995838,0,0.0,0.0,-0.06423200047756786,0.9979349929302258,0.0,0.0,0.0,0,0,0.0
0,4.057410472495943,-0.9671258708074991,0,0.0,0.0,-0.0650329467190399,0.9978831173243881,0.0,0.0,0.0,0,0,0.0
0,4.084953290042667,-0.9707311641186539,0,0.0,0.0,-0.06580349547455741,0.9978326011828487,0.0,0.0,0.0,0,0,0.0
0,4.112490506708407,-0.9743789903995596,0,0.0,0.0,-0.06651237552444376,0.9977856001677391,0.0,0.0,0.0,0,0,0.0
0,4.140022512480746,-0.9780659398735173,0,0.0,0.0,-0.067190950134794,0.9977401346142108,0.0,0.0,0.0,0,0,0.0
0,4.1675494778263005,-0.981790334741981,0,0.0,0.0,-0.06783897776767756,0.9976962829916911,0.0,0.0,0.0,0,0,0.0
